ElectDist,wfp_vote_totals,vote_totals,wfp_pct
52072,72,403,17.866004962779158
52073,158,898,17.59465478841871
52074,10,69,14.492753623188406
52075,147,767,19.165580182529336
52076,126,691,18.234442836468887
52077,175,913,19.167579408543265
52078,61,316,19.303797468354432
52079,156,960,16.25
52080,169,990,17.07070707070707
52081,175,1027,17.039922103213243
52082,181,989,18.301314459049546
52083,151,1085,13.91705069124424
52084,189,1223,15.45380212591987
52085,166,995,16.683417085427134
52086,109,576,18.92361111111111
52087,0,4,0.0
52088,91,633,14.375987361769353
52090,0,0,0.0
52092,0,0,0.0
52096,0,0,0.0
52097,0,0,0.0
52100,0,2,0.0
52101,38,424,8.962264150943396
52102,0,6,0.0
53001,78,585,13.333333333333334
53002,87,596,14.59731543624161
53003,61,520,11.73076923076923
53004,51,297,17.171717171717173
53005,48,442,10.85972850678733
53006,16,477,3.3542976939203353
53007,30,345,8.695652173913043
53008,96,598,16.05351170568562
53009,70,461,15.184381778741866
53010,88,551,15.970961887477314
53011,58,456,12.719298245614034
53012,81,502,16.13545816733068
53013,113,599,18.864774624373958
53014,97,547,17.73308957952468
53015,88,507,17.357001972386588
53016,77,536,14.365671641791044
53017,98,635,15.433070866141732
53018,101,643,15.707620528771384
53019,97,665,14.586466165413533
53020,134,788,17.00507614213198
53021,75,686,10.932944606413994
53022,84,752,11.170212765957446
53023,73,551,13.248638838475499
53024,100,600,16.666666666666668
53025,110,577,19.064124783362217
53026,100,579,17.271157167530223
53027,94,598,15.719063545150501
53028,98,576,17.01388888888889
53029,87,547,15.904936014625228
53030,83,400,20.75
53031,90,500,18.0
53032,57,445,12.808988764044944
53033,11,362,3.0386740331491713
53034,8,247,3.2388663967611335
53035,31,398,7.788944723618091
53036,62,530,11.69811320754717
53037,16,220,7.2727272727272725
53038,43,448,9.598214285714286
53039,25,433,5.773672055427252
53040,38,513,7.407407407407407
53041,85,668,12.724550898203592
53042,21,327,6.422018348623853
53043,83,661,12.556732223903177
53044,45,470,9.574468085106384
53045,57,451,12.638580931263858
53046,59,594,9.932659932659933
53047,58,523,11.089866156787762
53048,56,528,10.606060606060606
53049,85,547,15.539305301645339
53050,68,528,12.878787878787879
53051,30,350,8.571428571428571
53052,61,530,11.50943396226415
53053,94,752,12.5
53054,92,598,15.384615384615385
53055,63,535,11.77570093457944
53056,64,673,9.50965824665676
53057,12,286,4.195804195804196
53058,55,358,15.363128491620111
53059,37,403,9.181141439205955
53060,143,926,15.442764578833692
53061,141,802,17.581047381546135
53062,55,579,9.499136442141623
53063,42,271,15.498154981549815
54001,0,100,0.0
54002,5,267,1.8726591760299625
54003,8,154,5.194805194805195
54004,14,414,3.3816425120772946
54005,6,263,2.2813688212927756
54006,9,342,2.6315789473684212
54007,11,350,3.142857142857143
54008,8,281,2.8469750889679717
54009,10,263,3.802281368821293
54010,7,239,2.928870292887029
54011,13,347,3.7463976945244957
54012,12,317,3.7854889589905363
54013,1,283,0.35335689045936397
54014,5,303,1.6501650165016502
54015,9,319,2.8213166144200628
54016,3,155,1.935483870967742
54017,5,239,2.092050209205021
54018,15,339,4.424778761061947
54019,12,245,4.8979591836734695
54020,1,194,0.5154639175257731
54021,3,207,1.4492753623188406
54022,9,272,3.3088235294117645
54023,13,386,3.3678756476683938
54024,17,279,6.093189964157706
54025,13,308,4.220779220779221
54026,11,234,4.700854700854701
54027,19,332,5.72289156626506
54028,11,300,3.6666666666666665
54029,15,381,3.937007874015748
54030,16,289,5.536332179930795
54031,22,423,5.200945626477542
54032,11,328,3.3536585365853657
54033,31,425,7.294117647058823
54034,13,363,3.581267217630854
54035,27,458,5.895196506550218
54036,32,607,5.271828665568369
54037,55,445,12.359550561797754
54038,78,684,11.403508771929825
54039,79,631,12.519809825673534
54040,84,607,13.838550247116968
54041,64,557,11.490125673249551
54042,53,472,11.228813559322035
54043,67,558,12.007168458781361
54044,79,571,13.8353765323993
54045,67,566,11.837455830388693
54046,55,430,12.790697674418604
54047,70,528,13.257575757575758
54048,60,467,12.84796573875803
54049,57,428,13.317757009345794
54050,63,494,12.753036437246964
54051,68,491,13.84928716904277
54052,31,351,8.831908831908832
54053,45,358,12.569832402234637
54054,71,429,16.55011655011655
54055,50,408,12.254901960784315
54056,49,483,10.144927536231885
54057,46,473,9.725158562367865
54058,0,18,0.0
54059,0,1,0.0
54060,5,64,7.8125
54061,15,259,5.7915057915057915
54062,4,115,3.4782608695652173
54063,0,0,0.0
54064,0,57,0.0
54065,3,21,14.285714285714286
54066,1,58,1.7241379310344827
55001,54,636,8.49056603773585
55002,55,509,10.805500982318271
55003,43,502,8.565737051792828
55004,3,41,7.317073170731708
55005,57,560,10.178571428571429
55006,35,493,7.099391480730223
55007,71,602,11.794019933554818
55008,47,674,6.973293768545994
55009,44,590,7.4576271186440675
55010,42,585,7.17948717948718
55011,30,406,7.389162561576355
55012,48,597,8.040201005025125
55013,32,553,5.786618444846293
55014,53,511,10.371819960861057
55015,38,636,5.9748427672955975
55016,0,0,0.0
55017,3,66,4.545454545454546
55018,1,30,3.3333333333333335
55019,25,448,5.580357142857143
55020,24,418,5.741626794258373
55021,1,52,1.9230769230769231
55022,4,145,2.7586206896551726
55023,14,451,3.104212860310421
55024,22,452,4.867256637168142
55025,13,538,2.41635687732342
55026,17,475,3.5789473684210527
55027,13,361,3.601108033240997
55028,10,361,2.770083102493075
55029,10,318,3.1446540880503147
55030,18,567,3.1746031746031744
55031,1,69,1.4492753623188406
55032,6,341,1.7595307917888563
55033,12,804,1.492537313432836
55034,3,266,1.1278195488721805
55035,5,225,2.2222222222222223
55036,13,684,1.9005847953216375
55037,1,105,0.9523809523809523
55038,14,728,1.9230769230769231
55039,17,657,2.5875190258751903
55040,9,389,2.3136246786632393
55041,9,396,2.272727272727273
55042,7,421,1.66270783847981
55043,5,296,1.6891891891891893
55044,15,564,2.6595744680851063
55045,17,729,2.3319615912208507
55046,9,320,2.8125
55047,9,555,1.6216216216216217
55048,15,635,2.3622047244094486
55049,15,717,2.092050209205021
55050,13,590,2.2033898305084745
55051,38,809,4.697156983930778
55052,23,735,3.129251700680272
55053,27,702,3.8461538461538463
55054,5,125,4.0
55055,20,482,4.149377593360996
55056,16,674,2.373887240356083
55057,39,661,5.900151285930408
55058,1,58,1.7241379310344827
55059,23,362,6.3535911602209945
55060,33,766,4.308093994778068
55061,20,374,5.347593582887701
55062,21,389,5.3984575835475574
55063,36,685,5.255474452554744
55064,7,646,1.08359133126935
55065,26,710,3.6619718309859155
55068,0,0,0.0
56001,12,450,2.6666666666666665
56002,17,430,3.953488372093023
56003,31,343,9.037900874635568
56004,46,386,11.917098445595855
56005,14,470,2.978723404255319
56006,15,449,3.34075723830735
56007,16,410,3.902439024390244
56008,79,505,15.643564356435643
56009,95,583,16.295025728987994
56010,86,518,16.602316602316602
56011,94,588,15.986394557823129
56012,106,737,14.382632293080054
56013,71,638,11.128526645768025
56014,55,502,10.95617529880478
56015,18,402,4.477611940298507
56016,49,479,10.22964509394572
56017,65,576,11.284722222222221
56018,6,38,15.789473684210526
56019,77,565,13.628318584070797
56020,117,758,15.435356200527705
56021,91,656,13.871951219512194
56022,53,470,11.27659574468085
56023,80,475,16.842105263157894
56024,91,720,12.63888888888889
56025,67,698,9.598853868194842
56026,56,677,8.27178729689808
56027,102,759,13.438735177865613
56028,77,690,11.159420289855072
56029,67,817,8.200734394124847
56030,72,639,11.267605633802816
56031,96,615,15.609756097560975
56032,126,753,16.733067729083665
56033,107,709,15.091678420310297
56034,47,625,7.52
56035,79,678,11.651917404129794
56036,56,656,8.536585365853659
56037,136,859,15.832363213038416
56038,127,768,16.536458333333332
56039,77,599,12.854757929883139
56040,83,649,12.788906009244993
56041,97,648,14.969135802469136
56042,74,659,11.229135053110774
56043,87,716,12.150837988826815
56044,115,711,16.17440225035162
56045,98,672,14.583333333333334
56046,118,721,16.36615811373093
56047,95,784,12.11734693877551
56048,102,825,12.363636363636363
56049,88,772,11.398963730569948
56050,131,884,14.819004524886878
56051,15,369,4.065040650406504
56052,11,385,2.857142857142857
56053,105,741,14.17004048582996
56054,44,398,11.055276381909549
56055,43,560,7.678571428571429
56056,130,950,13.68421052631579
56057,10,194,5.154639175257732
56058,160,1020,15.686274509803921
56059,80,392,20.408163265306122
56060,51,418,12.200956937799043
56061,39,378,10.317460317460318
56062,22,650,3.3846153846153846
56063,140,745,18.79194630872483
56064,52,599,8.681135225375627
56065,15,304,4.934210526315789
56066,15,292,5.136986301369863
56067,10,345,2.898550724637681
56068,21,297,7.070707070707071
56069,127,727,17.46905089408528
56070,11,75,14.666666666666666
57001,18,457,3.938730853391685
57002,27,467,5.781584582441114
57003,27,440,6.136363636363637
57004,21,441,4.761904761904762
57005,16,253,6.324110671936759
57006,6,316,1.8987341772151898
57007,14,335,4.17910447761194
57008,159,797,19.949811794228356
57009,118,661,17.851739788199698
57010,151,1046,14.435946462715105
57011,172,935,18.39572192513369
57012,26,162,16.049382716049383
57013,26,106,24.528301886792452
57014,42,211,19.90521327014218
57015,86,749,11.481975967957275
57016,90,756,11.904761904761905
57017,185,1418,13.04654442877292
57018,41,428,9.57943925233645
57019,136,930,14.623655913978494
57020,138,839,16.448152562574492
57021,132,719,18.358831710709318
57022,169,891,18.967452300785634
57023,124,867,14.302191464821222
57024,82,450,18.22222222222222
57025,55,379,14.511873350923484
57026,72,614,11.726384364820847
57027,135,936,14.423076923076923
57028,75,989,7.583417593528817
57029,134,777,17.245817245817246
57030,90,1085,8.294930875576037
57031,27,597,4.522613065326633
57032,106,675,15.703703703703704
57033,165,897,18.39464882943144
57034,187,988,18.927125506072876
57035,146,841,17.360285374554103
57036,142,810,17.530864197530864
57037,188,968,19.421487603305785
57038,106,657,16.133942161339423
57039,82,553,14.828209764918626
57040,108,524,20.610687022900763
57041,103,489,21.063394683026583
57042,82,510,16.07843137254902
57043,192,1077,17.827298050139277
57044,146,818,17.848410757946212
57045,111,676,16.420118343195266
57046,158,889,17.77277840269966
57047,192,965,19.89637305699482
57048,163,1056,15.43560606060606
57049,198,1069,18.52198316183349
57050,181,880,20.568181818181817
57051,210,1200,17.5
57052,149,684,21.783625730994153
57053,96,574,16.72473867595819
57054,196,655,29.923664122137403
57055,166,800,20.75
57056,118,831,14.199759326113117
57057,149,939,15.867944621938232
57058,137,691,19.826338639652676
57059,143,648,22.067901234567902
57060,171,1053,16.23931623931624
57061,125,955,13.089005235602095
57062,90,687,13.100436681222707
57063,135,868,15.55299539170507
57064,51,618,8.25242718446602
57065,45,760,5.921052631578948
57066,43,501,8.582834331337326
57067,3,77,3.896103896103896
57068,24,76,31.57894736842105
57069,21,123,17.073170731707318
57070,68,461,14.750542299349242
57071,25,165,15.151515151515152
57072,39,233,16.738197424892704
57075,0,0,0.0
57078,1,13,7.6923076923076925
57079,0,0,0.0
57080,31,191,16.230366492146597
57081,3,31,9.67741935483871
57082,57,326,17.484662576687118
57083,1,10,10.0
57084,35,212,16.50943396226415
57085,49,267,18.352059925093634
58001,10,464,2.1551724137931036
58002,5,493,1.0141987829614605
58003,11,694,1.585014409221902
58004,0,28,0.0
58005,15,494,3.0364372469635628
58006,18,514,3.501945525291829
58007,6,697,0.860832137733142
58008,11,678,1.6224188790560472
58009,6,627,0.9569377990430622
58010,7,520,1.3461538461538463
58011,15,806,1.8610421836228288
58012,12,578,2.0761245674740483
58013,4,762,0.5249343832020997
58014,11,693,1.5873015873015872
58015,9,696,1.293103448275862
58016,12,596,2.0134228187919465
58017,15,621,2.4154589371980677
58018,7,695,1.0071942446043165
58019,10,570,1.7543859649122806
58020,12,396,3.0303030303030303
58021,9,610,1.4754098360655739
58022,4,212,1.8867924528301887
58023,2,659,0.30349013657056145
58024,2,26,7.6923076923076925
58025,23,708,3.248587570621469
58026,9,646,1.3931888544891642
58027,9,659,1.3657056145675266
58028,21,773,2.7166882276843465
58029,11,611,1.800327332242226
58030,4,434,0.9216589861751152
58031,8,556,1.4388489208633093
58032,14,670,2.08955223880597
58033,10,630,1.5873015873015872
58034,33,609,5.41871921182266
58035,18,788,2.284263959390863
58036,6,557,1.0771992818671454
58037,34,784,4.336734693877551
58038,21,552,3.8043478260869565
58039,16,601,2.6622296173044924
58040,23,645,3.565891472868217
58041,18,610,2.9508196721311477
58042,16,673,2.37741456166419
58043,24,625,3.84
58044,15,563,2.664298401420959
58045,9,491,1.8329938900203666
58046,7,341,2.0527859237536656
58047,1,93,1.075268817204301
58048,7,326,2.147239263803681
58049,10,465,2.150537634408602
58050,12,466,2.575107296137339
58051,6,575,1.0434782608695652
58052,6,548,1.094890510948905
58053,10,875,1.1428571428571428
58054,2,235,0.851063829787234
58055,7,541,1.2939001848428835
58056,12,510,2.3529411764705883
58057,16,824,1.941747572815534
58058,8,844,0.9478672985781991
58059,14,774,1.8087855297157622
58060,13,847,1.5348288075560803
58061,9,563,1.5985790408525755
58062,16,759,2.1080368906455864
58063,11,644,1.7080745341614907
58064,5,292,1.7123287671232876
58065,7,562,1.2455516014234875
58068,0,0,0.0
58069,0,0,0.0
58070,0,2,0.0
59001,8,365,2.191780821917808
59002,22,626,3.5143769968051117
59003,11,841,1.3079667063020215
59004,17,811,2.096177558569667
59005,18,809,2.2249690976514214
59006,9,803,1.1207970112079702
59007,15,832,1.8028846153846154
59008,10,810,1.2345679012345678
59009,16,912,1.7543859649122806
59010,12,696,1.7241379310344827
59011,26,759,3.4255599472990776
59012,22,730,3.0136986301369864
59013,9,799,1.1264080100125156
59014,13,502,2.589641434262948
59015,4,430,0.9302325581395349
59016,13,629,2.066772655007949
59017,13,812,1.6009852216748768
59018,18,791,2.275600505689001
59019,8,753,1.0624169986719787
59020,5,643,0.7776049766718507
59021,15,763,1.9659239842726082
59022,7,644,1.0869565217391304
59023,10,328,3.048780487804878
59024,13,406,3.2019704433497536
59025,10,355,2.816901408450704
59026,10,485,2.0618556701030926
59027,14,666,2.1021021021021022
59028,14,498,2.8112449799196786
59029,18,568,3.1690140845070425
59030,17,556,3.0575539568345325
59031,9,204,4.411764705882353
59032,13,745,1.74496644295302
59033,11,568,1.9366197183098592
59034,20,549,3.6429872495446265
59035,16,263,6.083650190114068
59036,21,660,3.1818181818181817
59037,16,671,2.384500745156483
59038,26,608,4.276315789473684
59039,20,758,2.638522427440633
59040,0,47,0.0
59041,14,576,2.4305555555555554
59042,12,349,3.438395415472779
59043,20,530,3.7735849056603774
59044,7,243,2.880658436213992
59045,12,513,2.3391812865497075
59046,17,348,4.885057471264368
59047,8,108,7.407407407407407
59048,6,168,3.5714285714285716
59049,9,192,4.6875
59050,11,206,5.339805825242719
59051,12,145,8.275862068965518
59052,11,290,3.793103448275862
59053,15,243,6.172839506172839
59054,13,235,5.531914893617022
59055,16,304,5.2631578947368425
59056,28,314,8.9171974522293
59057,27,430,6.27906976744186
59058,2,144,1.3888888888888888
59059,4,109,3.669724770642202
59060,4,123,3.252032520325203
59061,1,30,3.3333333333333335
59062,0,3,0.0
59063,9,397,2.2670025188916876
59064,0,11,0.0
59065,8,164,4.878048780487805
59066,13,140,9.285714285714286
60001,14,474,2.9535864978902953
60002,9,565,1.592920353982301
60003,10,467,2.1413276231263385
60004,10,661,1.51285930408472
60005,12,280,4.285714285714286
60006,24,1190,2.0168067226890756
60007,27,840,3.2142857142857144
60008,16,466,3.4334763948497855
60009,12,667,1.7991004497751124
60010,18,716,2.5139664804469275
60011,3,293,1.023890784982935
60012,9,437,2.059496567505721
60013,7,487,1.4373716632443532
60014,10,778,1.2853470437017995
60015,4,633,0.631911532385466
60016,8,676,1.183431952662722
60017,10,618,1.6181229773462784
60018,12,490,2.4489795918367347
60019,19,652,2.914110429447853
60020,4,340,1.1764705882352942
60021,23,658,3.4954407294832825
60022,7,546,1.2820512820512822
60023,20,634,3.1545741324921135
60024,12,397,3.022670025188917
60025,14,610,2.2950819672131146
60026,19,560,3.392857142857143
60027,6,310,1.935483870967742
60028,13,710,1.8309859154929577
60029,17,618,2.750809061488673
60030,20,725,2.7586206896551726
60031,16,557,2.872531418312388
60032,14,400,3.5
60033,12,301,3.9867109634551494
60034,11,441,2.494331065759637
60035,22,601,3.660565723793677
60036,14,544,2.573529411764706
60037,21,540,3.888888888888889
60038,13,550,2.3636363636363638
60039,16,623,2.568218298555377
60040,11,512,2.1484375
60041,8,397,2.0151133501259446
60042,12,584,2.0547945205479454
60043,8,488,1.639344262295082
60044,11,458,2.4017467248908297
60045,14,401,3.491271820448878
60046,10,695,1.4388489208633093
60047,2,71,2.816901408450704
60048,9,158,5.69620253164557
60049,12,399,3.007518796992481
60050,6,323,1.8575851393188854
60051,14,593,2.360876897133221
60052,18,570,3.1578947368421053
60053,11,530,2.0754716981132075
60054,14,655,2.1374045801526718
60055,19,601,3.1613976705490847
60056,6,381,1.5748031496062993
60057,9,441,2.0408163265306123
60058,9,527,1.7077798861480076
60059,3,174,1.7241379310344827
60060,0,22,0.0
60062,0,0,0.0
60063,1,5,20.0
60064,3,114,2.6315789473684212
61001,16,464,3.4482758620689653
61002,20,544,3.676470588235294
61003,16,662,2.416918429003021
61004,18,677,2.658788774002954
61005,17,409,4.156479217603912
61006,17,474,3.586497890295359
61007,18,450,4.0
61008,29,589,4.923599320882852
61009,39,505,7.7227722772277225
61010,31,403,7.6923076923076925
61011,43,648,6.635802469135802
61012,34,678,5.014749262536873
61013,48,713,6.732117812061711
61014,30,473,6.342494714587738
61015,33,525,6.285714285714286
61016,34,373,9.115281501340483
61017,12,321,3.7383177570093458
61018,14,416,3.3653846153846154
61019,30,444,6.756756756756757
61020,31,441,7.029478458049887
61021,24,519,4.624277456647399
61022,28,615,4.5528455284552845
61023,30,572,5.244755244755245
61024,30,471,6.369426751592357
61025,16,355,4.507042253521127
61026,9,265,3.3962264150943398
61027,12,262,4.580152671755725
61028,20,388,5.154639175257732
61029,21,544,3.860294117647059
61030,33,598,5.518394648829432
61031,21,457,4.595185995623632
61032,17,448,3.794642857142857
61033,20,478,4.184100418410042
61034,19,401,4.738154613466334
61035,16,565,2.831858407079646
61036,20,550,3.6363636363636362
61037,27,564,4.787234042553192
61038,36,565,6.371681415929204
61039,21,498,4.216867469879518
61040,14,368,3.8043478260869565
61041,8,355,2.2535211267605635
61042,16,375,4.266666666666667
61043,20,360,5.555555555555555
61047,4,82,4.878048780487805
61048,9,190,4.7368421052631575
61050,10,203,4.926108374384237
61051,8,199,4.0201005025125625
61060,18,628,2.8662420382165603
61061,52,816,6.372549019607843
61062,39,708,5.508474576271187
61063,26,926,2.8077753779697625
61064,28,563,4.9733570159857905
61065,27,846,3.1914893617021276
61066,15,715,2.097902097902098
61067,37,721,5.1317614424410545
61068,47,914,5.142231947483588
61069,0,2,0.0
61100,1,2,50.0
61102,0,0,0.0
61103,0,0,0.0
61105,0,0,0.0
61109,0,0,0.0
61110,0,0,0.0
61113,0,0,0.0
62001,8,176,4.545454545454546
62002,12,208,5.769230769230769
62003,13,257,5.058365758754864
62004,9,165,5.454545454545454
62005,7,165,4.242424242424242
62006,11,206,5.339805825242719
62007,13,175,7.428571428571429
62008,9,167,5.389221556886228
62009,6,212,2.830188679245283
62010,10,243,4.11522633744856
62011,12,200,6.0
62012,10,221,4.524886877828054
62013,14,235,5.957446808510638
62014,9,223,4.0358744394618835
62015,8,217,3.686635944700461
62016,16,239,6.694560669456067
62017,16,240,6.666666666666667
62018,3,225,1.3333333333333333
62019,9,236,3.8135593220338984
62020,15,261,5.747126436781609
62021,17,250,6.8
62022,12,237,5.063291139240507
62023,4,215,1.8604651162790697
62024,10,247,4.048582995951417
62025,12,235,5.1063829787234045
62026,6,280,2.142857142857143
62027,12,276,4.3478260869565215
62028,5,238,2.100840336134454
62029,14,265,5.283018867924528
62030,12,262,4.580152671755725
62031,14,293,4.778156996587031
62032,13,275,4.7272727272727275
62033,15,248,6.048387096774194
62034,10,248,4.032258064516129
62035,3,80,3.75
62036,8,209,3.827751196172249
62037,2,227,0.8810572687224669
62038,13,228,5.701754385964913
62039,9,217,4.147465437788019
62040,9,196,4.591836734693878
62041,12,205,5.853658536585366
62042,3,202,1.4851485148514851
62043,8,212,3.7735849056603774
62044,22,329,6.686930091185411
62045,10,249,4.016064257028113
62046,15,284,5.28169014084507
62047,17,273,6.227106227106227
62048,7,235,2.978723404255319
62049,11,291,3.7800687285223367
62050,15,274,5.474452554744525
62051,9,243,3.7037037037037037
62052,7,194,3.6082474226804124
62053,11,219,5.0228310502283104
62054,11,247,4.4534412955465585
62055,8,270,2.962962962962963
62056,16,367,4.359673024523161
62057,12,141,8.51063829787234
62058,7,120,5.833333333333333
62059,16,228,7.017543859649122
62060,16,246,6.504065040650406
62061,14,235,5.957446808510638
63001,18,591,3.045685279187817
63002,25,398,6.28140703517588
63003,7,250,2.8
63004,12,403,2.977667493796526
63005,23,413,5.5690072639225185
63006,30,428,7.009345794392523
63007,20,389,5.141388174807198
63008,12,153,7.8431372549019605
63009,2,62,3.225806451612903
63010,23,441,5.215419501133787
63011,17,503,3.3797216699801194
63012,7,143,4.895104895104895
63013,20,279,7.168458781362007
63014,19,357,5.322128851540616
63015,22,340,6.470588235294118
63016,29,517,5.609284332688588
63017,8,259,3.088803088803089
63018,25,467,5.353319057815845
63019,10,137,7.299270072992701
63020,12,208,5.769230769230769
63021,14,228,6.140350877192983
63022,10,266,3.7593984962406015
63023,20,462,4.329004329004329
63024,16,393,4.071246819338422
63025,2,147,1.3605442176870748
63026,7,207,3.3816425120772946
63027,16,273,5.86080586080586
63028,20,337,5.9347181008902075
63029,24,354,6.779661016949152
63030,20,346,5.780346820809249
63031,11,342,3.216374269005848
63032,22,365,6.027397260273973
63033,10,227,4.405286343612334
63034,18,379,4.74934036939314
63035,17,400,4.25
63036,19,638,2.9780564263322886
63037,19,627,3.0303030303030303
63038,12,325,3.6923076923076925
63039,15,512,2.9296875
63040,10,393,2.544529262086514
63041,23,555,4.1441441441441444
63042,16,341,4.69208211143695
63043,18,306,5.882352941176471
63044,16,370,4.324324324324325
63045,10,318,3.1446540880503147
63046,11,305,3.6065573770491803
63047,9,301,2.990033222591362
63048,10,217,4.608294930875576
63049,10,234,4.273504273504273
63050,0,14,0.0
63051,17,223,7.623318385650224
63052,20,332,6.024096385542169
63053,16,320,5.0
63054,13,268,4.850746268656716
63055,6,180,3.3333333333333335
63056,12,278,4.316546762589928
63057,12,223,5.381165919282512
63058,6,238,2.5210084033613445
63059,15,305,4.918032786885246
63060,8,175,4.571428571428571
63061,12,297,4.040404040404041
63062,9,225,4.0
63063,12,196,6.122448979591836
63064,8,200,4.0
63065,3,150,2.0
63071,7,148,4.72972972972973
63075,4,111,3.6036036036036037
63076,27,461,5.856832971800434
64001,12,258,4.651162790697675
64002,15,244,6.147540983606557
64003,19,314,6.050955414012739
64004,17,239,7.112970711297071
64005,16,259,6.177606177606178
64006,14,243,5.761316872427984
64007,14,265,5.283018867924528
64008,7,302,2.3178807947019866
64009,16,258,6.2015503875969
64010,16,233,6.866952789699571
64011,18,278,6.474820143884892
64012,18,382,4.712041884816754
64013,23,272,8.455882352941176
64014,18,317,5.678233438485805
64015,16,259,6.177606177606178
64016,23,319,7.210031347962382
64017,18,325,5.538461538461538
64018,13,295,4.406779661016949
64019,11,159,6.918238993710692
64020,0,8,0.0
64021,13,274,4.744525547445256
64022,21,259,8.108108108108109
64023,18,239,7.531380753138075
64024,9,307,2.9315960912052117
64025,15,232,6.4655172413793105
64026,14,279,5.017921146953405
64027,20,279,7.168458781362007
64028,14,240,5.833333333333333
64029,18,276,6.521739130434782
64030,5,128,3.90625
64031,6,210,2.857142857142857
64032,16,296,5.405405405405405
64033,7,235,2.978723404255319
64034,21,315,6.666666666666667
64035,9,159,5.660377358490566
64036,8,263,3.041825095057034
64037,15,339,4.424778761061947
64038,7,189,3.7037037037037037
64039,4,227,1.7621145374449338
64040,16,276,5.797101449275362
64041,11,252,4.365079365079365
64042,12,232,5.172413793103448
64043,16,255,6.2745098039215685
64044,14,265,5.283018867924528
64045,10,326,3.067484662576687
64046,9,225,4.0
64047,8,218,3.669724770642202
64048,5,132,3.787878787878788
64051,0,53,0.0
64060,15,233,6.437768240343348
64061,6,136,4.411764705882353
64075,53,560,9.464285714285714
64076,16,147,10.884353741496598
64077,86,630,13.65079365079365
64078,38,335,11.343283582089553
64079,57,391,14.578005115089514
64080,73,525,13.904761904761905
64081,79,573,13.787085514834207
64082,43,545,7.889908256880734
64083,44,611,7.201309328968904
64084,14,302,4.635761589403973
64085,14,275,5.090909090909091
64086,15,263,5.7034220532319395
64087,22,188,11.702127659574469
64088,0,0,0.0
64089,0,0,0.0
65001,32,798,4.010025062656641
65002,36,660,5.454545454545454
65003,33,894,3.6912751677852347
65004,40,760,5.2631578947368425
65005,22,612,3.5947712418300655
65006,16,592,2.7027027027027026
65007,51,646,7.894736842105263
65008,42,440,9.545454545454545
65009,26,757,3.4346103038309117
65010,36,730,4.931506849315069
65011,17,365,4.657534246575342
65012,12,332,3.6144578313253013
65013,34,498,6.827309236947791
65014,24,265,9.056603773584905
65015,28,324,8.641975308641975
65016,16,255,6.2745098039215685
65017,41,363,11.294765840220386
65018,18,383,4.699738903394256
65019,27,552,4.891304347826087
65020,41,378,10.846560846560847
65021,49,413,11.864406779661017
65022,15,326,4.601226993865031
65023,23,451,5.099778270509978
65024,13,294,4.421768707482993
65025,18,342,5.2631578947368425
65026,41,606,6.765676567656766
65027,28,386,7.253886010362694
65028,50,642,7.788161993769471
65029,106,791,13.400758533501897
65030,18,488,3.6885245901639343
65031,32,357,8.96358543417367
65032,50,535,9.345794392523365
65033,64,906,7.06401766004415
65034,39,334,11.676646706586826
65035,69,706,9.773371104815864
65036,18,344,5.232558139534884
65037,7,91,7.6923076923076925
65038,12,238,5.042016806722689
65039,15,200,7.5
65040,49,709,6.91114245416079
65041,33,502,6.573705179282869
65042,39,468,8.333333333333334
65043,57,524,10.877862595419847
65044,50,689,7.256894049346879
65045,29,588,4.931972789115647
65046,73,726,10.055096418732782
65047,17,402,4.2288557213930345
65048,15,316,4.746835443037975
65049,54,613,8.809135399673735
65050,33,484,6.818181818181818
65051,40,433,9.237875288683602
65052,49,453,10.816777041942604
65053,48,414,11.594202898550725
65054,41,372,11.021505376344086
65055,25,308,8.116883116883116
65056,14,303,4.62046204620462
65057,77,861,8.94308943089431
65058,53,600,8.833333333333334
65059,71,669,10.612855007473842
65060,51,654,7.798165137614679
65061,20,387,5.167958656330749
65062,28,391,7.161125319693094
65063,23,421,5.463182897862233
65064,84,643,13.063763608087092
65065,27,439,6.150341685649202
65066,22,427,5.152224824355972
65067,29,328,8.841463414634147
66001,1,5,20.0
66002,31,667,4.6476761619190405
66003,36,611,5.8919803600654665
66004,36,978,3.6809815950920246
66005,30,603,4.975124378109452
66006,45,772,5.829015544041451
66007,46,646,7.120743034055727
66008,45,761,5.913272010512483
66009,56,733,7.639836289222374
66010,62,798,7.769423558897243
66011,33,738,4.471544715447155
66012,45,933,4.823151125401929
66013,22,458,4.8034934497816595
66014,41,803,5.1058530510585305
66015,46,829,5.548854041013269
66016,43,1063,4.045155221072436
66017,39,645,6.046511627906977
66018,41,729,5.6241426611796985
66019,51,887,5.749718151071026
66020,35,634,5.520504731861199
66021,39,802,4.86284289276808
66022,7,77,9.090909090909092
66023,51,889,5.736782902137233
66024,37,839,4.410011918951132
66025,44,928,4.741379310344827
66026,49,701,6.990014265335235
66027,24,522,4.597701149425287
66028,36,696,5.172413793103448
66029,27,621,4.3478260869565215
66030,31,445,6.966292134831461
66031,45,762,5.905511811023622
66032,51,838,6.085918854415274
66033,26,663,3.9215686274509802
66034,45,586,7.679180887372014
66035,31,786,3.9440203562340965
66036,47,899,5.2280311457174635
66037,53,857,6.18436406067678
66038,37,829,4.463208685162847
66039,13,248,5.241935483870968
